Row_Number,post_Description,TOXICITY,SEVERE_TOXICITY,INSULT,PROFANITY,THREAT,IDENTITY_ATTACK
7467,"Thank you Congresswoman Lauren Boebert for cosponsoring Congressman Matt Gaetz's ABOLISH THE ATF ACT (H.R. 374)!

It's time for the ATF's tyranny to end!

#AbolishTheATF",0.0665887,0.0016593933,0.030816011,0.012175481,0.008090926,0.006437627
7628,La Cour de justice de l'Union européenne juge illégal les dérogations accordées par la France aux betteraviers pour l'utilisation préventive de l'insecticide contre les pucerons.,0.0075710523,0.00044822693,0.009944891,0.008622919,0.005302733,0.000776955
7649,"Rep. Matt Gaetz, R-Fla., said Wednesday there's an ""element"" to the Biden classified documents scandal that ""feels like the Democrats"" are trying to unseat the president.",0.033806015,0.0008773804,0.017420914,0.0113727385,0.007741391,0.0051427023
7651,"No fewer than three persons were injured, on Thursday, when a twin explosion rocked a rally of the All Progressiives Congress at the Rumu-Woji Play Ground in Port Harcourt, the Rivers State capital.",0.02449606,0.0012969971,0.0096028885,0.012004685,0.012751401,0.005438685
7656,"Nasarawa showed up and showed out. 

Thank you for your support, for your love and for your warm reception. - PRA 

#PRACO #PRACOForAtiku #PRACOWomenEmpowermentProgram",0.006377276,0.0005030632,0.00653437,0.009434202,0.0058869105,0.0024048607
7657,"We paid a courtesy visit to the Emir’s palace in Nasarawa yesterday. 

While His Highness was unavoidably absent, we were welcomed with open arms by his beautiful and amiable wives and chiefs. 

I can’t thank them enough for their warm reception, prayers and gift. - PRA 

#PRACO #PRACOInNasarawa #RecoverNigeria",0.007979449,0.0006866455,0.0066103707,0.010296722,0.0061749537,0.0031633168
7697,"Rep. Matt Gaetz, R-Fla., introduced the ""Abolish the ATF Act"" on Tuesday following a controversial ruling by the agency that tightens regulations on pistol-stabilizing braces.",0.015644746,0.00088214874,0.008272881,0.01084327,0.00899713,0.0026083488
7698,"Oh heck yes! #AbolishTheATF introduced by Congressman Matt Gaetz!

This is the leadership gun owners across this country are looking for ... it's time to end the ATF's unconstitutional tyranny!

Team AFA was honored to work with Congressman Gaetz's staff to help make ABOLISH THE ATF a reality! #AbolishTheATF",0.29771072,0.012054443,0.10587067,0.29209393,0.012596053,0.011543332
7703,"Communiqué du parti de l’In-nocence n° 2078, 
mercredi 18 janvier 2023
Sur les soixante-huit millions de “Français”

Le parti de l’In-nocence observe que la Presse du Bloc Génocidaire se félicite unanimement que la population dite “française” ait dépassé en 2022 le seuil des soixante-huit millions d’individus, et cela malgré le déclin de la natalité, c’est-à-dire, de toute évidence, du seul fait de la submersion migratoire. C’est se réjouir bien à tort — mais bien sûr en pleine conformité avec les objectifs du remplacisme global davocratique — de deux phénomènes aussi contraires l’un que l’autre à toute écologie conséquente : d’une part la croissance démographique, principale cause de tous les maux qui affectent présentement la Terre, ses villes, ses campagnes, ses fleuves et ses océans ; d’autre part le Grand Remplacement, le changement de peuple et de civilisation, l’un des plus graves des coups portés à la biodiversité en général et à la biodiversité humaine en particulier.",0.17111848,0.009841919,0.07840354,0.033645786,0.010731863,0.10221587
7719,"Oh heck yes! #AbolishTheATF introduced by Congressman Matt Gaetz!

This is the leadership gun owners across this country are looking for ... it's time to end the ATF's unconstitutional tyranny!

Team AFA was honored to work with Congressman Gaetz's staff to help make ABOLISH THE ATF a reality! #AbolishTheATF",0.29771072,0.012054443,0.10587067,0.29209393,0.012596053,0.011543332
7852,"«Pour améliorer la stabilité du monde, il faut cesser de dénier à l’Afrique la place légitime qui doit lui revenir dans l’organisation de la communauté internationale»",0.07450261,0.0076675415,0.046178754,0.00951106,0.0060713873,0.052490227
7954,"Énormément de monde en ce moment à Fismes, dans la Marne, pour la venue de Marine Le Pen, venue soutenir Anne-Sophie Frigout !",0.10609736,0.0040245056,0.0813853,0.015010698,0.00560534,0.0055496786
7960,"Kachikwu said: ""We must not allow political rallies to become COVID spreaders and reverse the gains made in combating the virus""",0.03639866,0.001373291,0.015568925,0.0113215,0.00823333,0.009434453
7965,Sign Up For Exclusive Episodes At https://timcast.com/Merch - https://timcast.creator-spring.comHosts: Tim @Timcast (everywhere) Ian @IanCrossland (everywher...,0.022374803,0.001964569,0.010096892,0.020168742,0.010214032,0.006696612
8027,"Great to see Congressman Matt Gaetz in Washington this week.

If pro-gun legislators ripped the pages out of his playbook on how to fight like hell when you know you're right, gun control in America would be DEAD.

2A supporters across America backed him every step of the way last week as he fought in the House to open up the legislative process and decentralize power away from the Speaker, back into the hands of the people.",0.18079062,0.0049209595,0.06889887,0.11601777,0.022681303,0.0075845607
8028,"""They're at least willing to take those tough votes.""

Congressman Matt Gaetz and Charlie Kirk break down the tough votes he is preparing for in Congress and explains why some members are shying away.
 
Watch LIVE ➡️ https://bit.ly/rokurav

Watch #TheCharlieKirkShow here: https://rumble.com/v24save-rep.-matt-gaetz-joins-charlie-kirk-to-discuss-speaker-kevin-mccarthy.html",0.027088705,0.0009822845,0.013516913,0.014532468,0.007327127,0.0049577127
8029,"Our border is being flooded with hundreds of thousands of illegal aliens per month.

Many will flaunt their expensive smartphones and FaceTime their close ones saying how easy it is to cross illegally.

My friend Congressman Matt Gaetz and I discuss more on Steve Bannon's War Room.",0.19599396,0.0046539307,0.071750276,0.011902207,0.008945347,0.12440576
8030,"Congressman Matt Gaetz will be joining Veronica LIVE Saturday at 9 a.m. central. I’ll be asking him if his favorite number is 15 and how he was able to get Speaker McCarthy to finally agree to the much needed concessions. I will also ask him about President Biden’s classified document debacle that just broke this week. 🇺🇸
#NewsTalk101.com",0.013634177,0.00066280365,0.008975885,0.010792031,0.0069905366,0.0023863618
8119,"INFO BFMTV - L'auteur de l'agression est un Libyen, âgé d'une vingtaine d'années, arrivé en France il y a 3 ans.",0.021785567,0.002784729,0.020708188,0.00906699,0.0059775305,0.00828752
8156,"TRIBUNE - La répression qui s’est abattue sur le pays, répression élaborée et mise en œuvre par une armée qui ne cesse de glorifier les combats contre la France, «ennemi éternel», a fini par avoir raison des espoirs mis un temps dans le Hirak pour une démocratisation du pays.",0.00408397,0.00026226044,0.008576883,0.007884226,0.0053011146,0.0008417012
8178,"Le français Exxelia, spécialiste des composants pour l'aviation militaire ou l'industrie spatiale européenne a finalement été racheté par le groupe américain d'électronique et de défense Heico.",8.651439e-06,9.313226e-07,0.004707242,0.0074673765,0.005192416,2.8904574e-07
8179,"Rep. Matt Gaetz is introducing an amendment to the House rules to allow C-SPAN to broadcast the normal proceedings, much like during the contentious House speaker vote last week.",0.014890783,0.00053167343,0.010400894,0.010330882,0.006039023,0.0019793853
8248,"Today is National Law Enforcement Appreciation Day and we would like to recognize our own men and women in green who serve Escambia County, as well as, Law Enforcement Officers across the nation who have chosen a profession that puts their lives on the line every day for their communities. On National Law Enforcement Appreciation Day, we take this opportunity to thank them all for their service. 

💙💚💙

#ThankYou #NationalLawEnforcementAppreciationDay #January9th",0.0053719915,0.00054359436,0.0062588686,0.009493981,0.006045496,0.0017204003
8253,Roger Sollenberger – a journalist responsible for dubiously sourced stories attacking high-profile conservatives like Herschel Walker and Rep. Matt Gaetz – previously worked for a Chinese Communist Party-linked company blacklisted by the U.S. government for its ties to the regime’s military. S...,0.040925518,0.0011253357,0.019934712,0.013507691,0.008129764,0.010137413
8254,"🔴 https://adhesions-rn.fr

Casse sociale, crise énergétique, insécurité, réforme des retraites : rejoignez-nous pour combattre les politiques d'Emmanuel Macron et pour préparer avec nous l'alternance dont la France a tant besoin.",0.055274166,0.001707077,0.046178754,0.0103992,0.0058577824,0.0031633168
8312,Quarante personnes ont été tuées lors d’une collision entre deux bus dans la nuit de samedi à dimanche à Kaffrine.,0.00041821424,2.8908253e-05,0.0050666113,0.0075960075,0.005208168,3.2373126e-05
8319,The Edo State Police Command on Saturday night announced that scores of travellers waiting to board a train from Igueben in Igueben Local Government Area,0.009487377,0.0007867813,0.006771872,0.01127026,0.007637825,0.0037737815
8323,"First Kano State All Agricultural Value Chain And All Comodoties  Conference . 

The Atiku Sector Plan On Agriculture.",0.0064086914,0.00042438507,0.006838372,0.009109689,0.005864255,0.0016649036
8339,"""I rushed towards a policeman who I believe shot me, crying, but he motioned to me that I should stop, or he will shoot me again.""",0.38811707,0.023076924,0.03566399,0.07999486,0.5252479,0.01565665
8389,"Communiqué du CNRE n° 230
vendredi 6 janvier 2023
La surpopulation carcérale

Le début d’année est l’occasion d‘une nouvelle sortie dans les eaux médiatiques du vieux serpent de mer dit “surpopulation carcérale”. Il n’est sans doute aucun sujet sur lequel se prodigue plus de phrases pour rien et se témoigne plus d’aveuglement volontaire que celui-là. Ainsi il n’est question, pour une ébauche de solution, que de construire plus de prisons et de réduire les peines : c’est-à-dire d’aggraver encore l’horreur du vivre ensemble et de rendre plus banale sa quotidienne atrocité. Le seul remède à la surpopulation carcérale, tout le monde le connaît. S’agissant de la France, c’est le même que celui de la surpopulation en général : la remigration, la décolonisation, la libération du territoire, le départ de l’occupant ; mais comme il implique nécessairement la mise à l’écart de l’actuel médecin prescripteur, “l’occupateur” — le Bloc Génocidaire et ses milices —, il est interdit de le mentionner et tout le monde parle pour ne rien dire.",0.11388343,0.0060653687,0.0836065,0.026180768,0.007637825,0.010211408
8425,Congressman Matt Gaetz : We Represent Our Constituents.,0.014702292,0.00079631805,0.009165886,0.012038844,0.006485652,0.0034408006
8443,"Rep. Matt Gaetz (R-FL), one of Kevin McCarthy's (R-CA) fiercest opponents, voted for former President Donald Trump over the California Republican as members cast their seventh ballot in the election for House speaker.",0.008796243,0.0005364418,0.007493876,0.010074687,0.00666042,0.0027748393
8497,"Communiqué du parti de l’In-nocence n° 2077
mercredi 4 janvier 2023
Sur le Mont du Temple

Le parti de l’In-nocence observe qu’une incursion aventureuse d’un ministre israélien sur le Mont du Temple, à Jérusalem, est l’occasion pour les Palestiniens, pour le monde arabe et pour les porte-parole habituels de la communauté musulmane en général, d’avancer une nouvelle fois l’argument absurde selon lequel les juifs n’auraient aucun droit à ce site parce qu’il s’agirait du “troisième lieu saint de l’islam”. Toute l’arrogance islamiste est dans l’utilisation comme argument de cette affirmation factuellement exacte. Bien avant d’être le troisième lieu saint de l’islamisme, en effet, le Mont du Temple est évidemment le premier lieu saint du judaïsme, dont les fidèles n’en ont été écartés que par les diverses conquêtes et colonisations dont leur pays a fait l’objet à travers l’histoire. Ce premier lieu saint d’Israël est même si sacré qu’il est douteux qu’un ministre profane ait légitimité pour en fouler le sol.",0.09785384,0.0048065186,0.04032305,0.035148825,0.011793415,0.10221587
8586,"La partie du décret sur la diminution de la durée d'indemnisation de 40%, dans le cas où le chômage est inférieur à 6%, va être retirée.",0.0023247213,0.00013291836,0.0062303683,0.008001649,0.005247309,0.00022198714
8630,"US GOP Representative Matt Gaetz isn’t buying the pro-McCarthy arguments for Speaker of the House. Gaetz and Americans want a hard-working and honest Speaker placed in Congress this week, not Kevin McCarthy. America has suffered under the most corrupt and dishonest Speaker of the House in US histo...",0.37955463,0.005531311,0.4378843,0.020373698,0.0077802283,0.02128403
8783,Seven people died on the spot when the driver of a car lost control and rammed into a crowd.,0.112643376,0.0043296814,0.014808921,0.02023706,0.13616586,0.0055496786
8829,"Face à la forte hausse des prix, le gouvernement espagnol vient d'annoncer la suppression de la TVA sur des denrées comme le pain, le lait, le fromage, les fruits, les légumes ou les céréales.",0.00015216715,3.7252903e-08,0.0048101097,0.007492996,0.0051914803,5.564131e-06
8836,"Conservatives are taking issue with tactics being used to sway support for House Minority Leader Kevin McCarthy (R-CA) ahead of Jan. 3's speaker vote, with several GOP lawmakers stating that his strategy has been counterproductive to his cause.",0.016964182,0.0005865097,0.010780896,0.0103992,0.0067057298,0.0038477771
8837,McCarthy knows he will end up failing Republicans and caving to liberals.,0.165053,0.0036239624,0.06459839,0.01805087,0.045895394,0.035589635
8839,"Communiqué du parti de l’In-nocence n° 2076
Mardi 27 décembre 2022
Sur Mme la préfète Marie Lajus

Le parti de l’In-nocence apporte naturellement son soutien à Mme Marie Lajus, ancien préfet de l’Ariège et ancien préfet de la Charente, jusqu’à une date récente préfet de l’Indre-et-Loire, et qui vient d’être démise de ses fonctions parce qu'elle s’opposait très légitimement, en rigoureuse conformité avec la loi, au projet d’installation d’un “incubateur de start ups deeptech” (sic)  baptisé “Da Vinci Labs” (re-sic), dans le parc du château historique classé de La Vallière, à Reugny (Indre-et-Loire). Puisse le scandale que suscite cette affaire attirer l‘attention sur le mépris croissant dans lequel sont tenues, par les milieux d’affaires, les élus, le parti présidentiel et le pouvoir davocratique en général, les diverses dispositions juridiques qui, officiellement, assurent la sauvegarde des monuments historiques, des forêts, des zones humides et des sites protégés : ces dispositions sont autant de chiffons de papier face aux exigences prétendues de l’emploi et de l’activité économique, a fortiori face aux exigences du profit ; et l’on ne saurait trop féliciter Mme le préfet Lajus d’essayer de veiller à leur observance.",0.02402467,0.0012397766,0.017485369,0.0137468055,0.006162008,0.0034408006
8840,"Communiqué du parti de l’In-nocence n° 2076
Mardi 27 décembre 2022
Sur Mme la préfète Marie Lajus

Le parti de l’In-nocence apporte naturellement son soutien à Mme Marie Lajus, ancien préfet de l’Ariège et ancien préfet de la Charente, jusqu’à une date récente préfet de l’Indre-et-Loire, et qui vient d’être démise de ses fonctions parce qu'elle s’opposait très légitimement, en rigoureuse conformité avec la loi, au projet d’installation d’un “incubateur de start ups deeptech” (sic)  baptisé “Da Vinci Labs” (re-sic), dans le parc du château historique classé de La Vallière, à Reugny (Indre-et-Loire). Puisse le scandale que suscite cette affaire attirer l‘attention sur le mépris croissant dans lequel sont tenues, par les milieux d’affaires, les élus, le parti présidentiel et le pouvoir davocratique en général, les diverses dispositions juridiques qui, officiellement, assurent la sauvegarde des monuments historiques, des forêts, des zones humides et des sites protégés : ces dispositions sont autant de chiffons de papier face aux exigences prétendues de l’emploi et de l’activité économique, a fortiori face aux exigences du profit ; et l’on ne saurait trop féliciter Mme le préfet Lajus d’essayer de veiller à leur observance.",0.02402467,0.0012397766,0.017485369,0.0137468055,0.006162008,0.0034408006
8895,"A policeman attached to the Ajah Police Station shot dead a female lawyer, Bolanle Raheem, on Christmas day",0.2396185,0.015609037,0.033239998,0.08613731,0.34827536,0.08004672
8953,"Communiqué du CNRE n° 229
samedi 24 décembre 2022
Attentat anti-kurde

Le Bloc Génocidaire au complet incrimine une nouvelle fois sa mythique “extrême droite” et les adversaires du Grand Remplacement à la suite d'un attentat qui a fait plusieurs victimes devant un Centre culturel kurde à Paris. Or les instances officielles de lutte contre le génocide par substitution, qu’il s’agisse du CNRE, du parti de l’In-nocence ou encore du Siel, n‘appartiennent en aucune façon à une quelconque “extrême droite”, sont non-violents, ont toujours condamné aussi véhémentement les rarissimes attentats antiremplacistes que les innombrables attentats et attaques remplacistes et remplaçantes et, qui plus est, ont cent fois manifesté leur sympathie et leur respect pour le peuple kurde si injustement et si ingratement traité — ils sont même les seuls en France à avoir avec constance réclamé pour lui un État indépendant et libre, comme y ont droit tous les peuples autochtones, les autochtones européens et français éminemment compris. Les diffamations du Bloc Génocidaire le déshonoreraient s‘il en était besoin, ses amalgames le ridiculisent. Ce qu‘il nomme “extrême droite“, c’est la moindre opposition à son crime.",0.16098402,0.013091337,0.08410009,0.030890211,0.023889944,0.08583717
8989,"Thursday on FNC's ""Tucker Carlson Tonight,"" Rep. Matt Gaetz (R-FL) mocked Ukrainian President Volodymyr Zelensky's appearance before a joint session of Congress earlier in the week. | Clips",0.029799197,0.0012588501,0.013858915,0.017094411,0.009644418,0.0057346676
9094,"Communiqué du parti de l’In-nocence n° 2075
mercredi 21 décembre 2022
Sur l’économie du génocide par substitution

Le parti de l’In-nocence observe que les forces du Bloc Génocidaire davocratique, qui s’estiment à peu près assurées à présent de parvenir à leur fin, étalent sans pudeur, en même temps que leurs intentions (la submersion migratoire), leur conception purement matérialiste et désespérée du monde. Les migrants sont la troisième puissance économique de la planète, proclament-elles ridiculement. Et la France doit se plier docilement au génocide par substitution, à les en croire, parce qu’elle est en manque de médecins, d’aide-soignants, de plongeurs, de gâte-sauces et de garçons de café. Mieux vaudrait qu’elle renvoie chez lui l’occupant, elle aurait moins de besoins dans les hôpitaux, dans les écoles, dans les hôtels et sur les chantiers ; et mieux vaudrait qu’elle cesse de distribuer à tout vent des diplômes de néant, qui ne garantissent aucune connaissance mais dissuadent la population indigène de tenir les emplois pourtant indispensables à toute société libre. Plutôt la décroissance que le changement de peuple, plutôt la tension des métiers que le Grand Remplacement. On ne vend pas un pays à l’encan, ni ne réduit-on un peuple à la soumission, parce qu'on n’a pas su tirer d’eux assez d’infirmiers, d’anesthésistes, de prêtres, d‘informaticiens et de chefs-de-rang.  Communiqué du parti de l’In-nocence n° 2075
mercredi 21 décembre 2022
Sur l’économie du génocide par substitution

Le parti de l’In-nocence observe que les forces du Bloc Génocidaire davocratique, qui s’estiment à peu près assurées à présent de parvenir à leur fin, étalent sans pudeur, en même temps que leurs intentions (la submersion migratoire), leur conception purement matérialiste et désespérée du monde. Les migrants sont la troisième puissance économique de la planète, proclament-elles ridiculement. Et la France doit se plier docilement au génocide par substitution, à les en croire, parce qu’elle est en manque de médecins, d’aide-soignants, de plongeurs, de gâte-sauces et de garçons de café. Mieux vaudrait qu’elle renvoie chez lui l’occupant, elle aurait moins de besoins dans les hôpitaux, dans les écoles, dans les hôtels et sur les chantiers ; et mieux vaudrait qu’elle cesse de distribuer à tout vent des diplômes de néant, qui ne garantissent aucune connaissance mais dissuadent la population indigène de tenir les emplois pourtant indispensables à toute société libre. Plutôt la décroissance que le changement de peuple, plutôt la tension des métiers que le Grand Remplacement. On ne vend pas un pays à l’encan, ni ne réduit-on un peuple à la soumission, parce qu'on n’a pas su tirer d’eux assez d’infirmiers, d’anesthésistes, de prêtres, d‘informaticiens et de chefs-de-rang.",0.16591948,0.008201599,0.083112895,0.021466793,0.012130005,0.10221587
9102,McCarthy knows he will end up failing Republicans and caving to liberals.,0.165053,0.0036239624,0.06459839,0.01805087,0.045895394,0.035589635
9104,McCarthy knows he will end up failing Republicans and caving to liberals.,0.165053,0.0036239624,0.06459839,0.01805087,0.045895394,0.035589635
9109,McCarthy knows he will end up failing Republicans and caving to liberals.,0.165053,0.0036239624,0.06459839,0.01805087,0.045895394,0.035589635
9235,"Communiqué du CNRE n° 228
lundi 19 décembre 2022
Algérie, électricité, visas

On apprend en même temps que l’attribution de visas aux remplaçants algériens va revenir à son étiage ordinaire —celui qui a si fort contribué au Grand Remplacement — et que l’Algérie envisagerait sérieusement de vendre à la France l’excédent de sa production électrique. On peut difficilement être plus cynique, ni laisser paraître plus clairement le principe opératoire du remplacisme global : poursuite du génocide par substitution contre énergie. Pour le Bloc Génocidaire au pouvoir en France, il n’y a là que des avantages, il est vrai : il désire autant ceci que cela, concéder ce qu’il concède qu’obtenir ce qu‘il obtient. Il n‘est même pas certain, hélas, que le peuple français, conditionné par la propagande et énervé par l’hébétude, trouve le marché intolérable : qu’est-ce que perdre son pays, et disparaître en tant que peuple, si c’est bien au chaud ?",0.112540044,0.005683899,0.07301756,0.01846078,0.0067769317,0.04641757
9308,Five House Republicans say they won't support Republican leader Kevin McCarthy — enough to deny him the speaker's gavel. But they're facing enormous pressure to cave.,0.079250954,0.0013923645,0.030044744,0.017982552,0.009178371,0.00673361
9410,"Communiqué du CNRE n° 227
Jeudi 15 décembre 2022
Après France-Maroc

Les médias de l’Égout central et les habituels porte-parole du Bloc Génocidaire donnent une énorme importance à certaines actions violentes menées selon eux par des groupes d’ultra-droite après la compétition de la Coupe du monde de ballon à pied opposant la France et le Maroc. Nous ignorons les motifs, les circonstances et l‘intensité de ces actions violentes,  et ne savons pas si elles sont des réponses à des provocations de l‘occupant, telles que la nuit d'hier en a vu des centaines. Si elles sont condamnables, comme il semble, nous les condamnons sans réserve et, telle que nous connaissons la justice de notre pays et son extrême rigueur à l’égard des populations indigènes, elles ne manqueront pas d‘être sévèrement condamnées. Néanmoins on ne peut manquer d‘être frappé par la disproportion inouïe entre la légitime indignation que suscitent ces rarissimes actions d’opposants au génocide par substitution et l‘indifférence complice et minimisatrice avec laquelle le Bloc et ses thuriféraires accueillent la nocence cent fois plus fréquente et cent fois plus grave des populations de remplacement.",0.13561769,0.009117126,0.07270074,0.023174755,0.014911477,0.06340405
9644,CHANNELS TV PRESIDENTIAL TOWN HALL SERIES - ATIKU ABUBAKAR/OKOWA,0.014576632,0.0014019012,0.009260887,0.017572641,0.007534259,0.0051797
9664,"Dear Chairman,",0.009110395,0.0007247925,0.007873878,0.011133623,0.0065956907,0.0019238886
9722,Watch as the talented craftsmen at Wendell August Forge hand-carve the die for this year's official Tucker Carlson Christmas ornament. This 100 year old company…,0.07054565,0.0030517578,0.018967867,0.015454767,0.03165977,0.005512681
9731,"Union européenne : du fédéralisme à l’impérialisme

Colloque organisé par la Délégation française du Groupe ID au Parlement européen

Suivez nous sur Twitter : https://twitter.com/GroupeID_FR",0.01847211,0.0010728836,0.017420914,0.00950252,0.005445136,0.0032188136
9733,"Communiqué du parti de l’In-nocence n° 2074
vendredi 9 décembre 2022
Sur les droits des peuples autochtones

Le parti de l’In-nocence constate avec une très vive satisfaction qu’à la Conférence de l’Organisation des Nations Unies sur la Biodiversité (COP 2022), qui se tient actuellement à Montréal, un accent particulier est mis, et notamment de la part du pays hôte, le Canada, sur les droits des peuples autochtones et sur leur rôle vital dans la défense de la biodiversité, à commencer bien sûr par la biodiversité humaine. Rien n’est plus conforme à ses vues constantes. Il souhaite seulement que l’Organisation des Nations Unies, tous les gouvernements du monde et particulièrement le gouvernement français, l’Union européenne et tous les mouvements sincèrement écologiques sur la surface de Terre, prennent enfin en compte le sort des populations autochtones du continent européen, abandonnées à la submersion migratoire, livrées à une colonisation sans précédent, soumises à la destruction de leur culture et de leur civilisation, à un véritable génocide par substitution, ou Grand Remplacement. Il n’y a pas de bons et de mauvais autochtones. Tous doivent être reconnus et défendus, au besoin, comme c’est éminemment le cas dans une Europe déjà surpeuplée, par la remigration des populations conquérantes et invasives.",0.016964182,0.0009822845,0.0114649,0.011611853,0.0066086366,0.0058086636
9773,"Washington, D.C. — As a member of the House Armed Services Committee (HASC), U.S. Congressman Matt Gaetz (FL-01) applauded the final passage of the FY2023 National Defense Authorization Act (NDAA) in the U.S. House of Representatives today. Congressman Gaetz secured numerous provisions for Florida...",0.008356431,0.0007009506,0.006724371,0.010996987,0.0069516995,0.0024788564
9788,"The administration is aiding and abetting an invasion of the Southern border. Our rights are being stripped away. We are at war and the enemy is within. In response to this existential threat, we&rsqu",0.20839658,0.008544922,0.04910661,0.054938845,0.06658544,0.089973204
9796,"Kevin McCarthy sat on his hands & wasn’t an advocate for strenuous oversight when he served as House Majority Leader, says Matt Gaetz. He says McCarthy did nothing more than the bidding of RINO Paul Ryan. Join us today on #TheGreatAmericaShow at apple.co/3MEDJEi",0.08479069,0.0013637543,0.04032305,0.015932998,0.00675104,0.005105704
9831,"I’m running for Speaker to break the establishment.

Kevin McCarthy was created by, elevated by, and maintained by the establishment.

",0.025203144,0.000834465,0.012376905,0.010262563,0.008000307,0.002830336
9837,"Kevin McCarthy has made it clear that he is unwilling to challenge the status quo in Washington. We cannot continue to do the same thing with the same people and expect a different outcome. 

Read my latest op-ed:",0.01218908,0.0005173683,0.009355888,0.009442741,0.0062008454,0.0026453468
9844,"'- A date which will live in infamy -' 

On the 81st commemoration of National Pearl Harbor Remembrance Day, we pause to salute, honor, and remember the 2,403 service members and civilians who lost their lives during the attack on December 7, 1941. 

We forever extend our deepest gratitude to those who made the ultimate sacrifice to protect and defend our country. 🇺🇸

#pearlharborremembranceday #pearlharbor #USCG #coastguard #nationalpearlharborremembrance #WWII",0.019728716,0.0009012222,0.011236899,0.010484599,0.006815769,0.001951637
9882,"Retrait du texte sur la réintégration des soignants non vaccinés : La France Insoumise fera toujours passer ses intérêts politiciens avant l’intérêt général

Communiqué de presse du groupe Rassemblement national ⤵️
",0.11479026,0.0030899048,0.100019015,0.010091767,0.005509865,0.017967897
9898,"NEW TODAY: Northwest Florida Congressman Matt Gaetz announces the ""Saudi Arabia December 6, 2019, Anti-Terror and Accountability Act.""",0.032391842,0.0016021729,0.011540901,0.013234417,0.0100069,0.01465176
9974,"This is the guy Mark Levin is promoting for Speaker. 

A winning way to save the country.

Whatever McCarthy offered him must be good.",0.011937759,0.00051259995,0.0094128875,0.009579378,0.006168481,0.001276426
10038,"⛏ Ce soir, c'est en présence de Marine Le Pen, que j'ai eu l'honneur de présider la magnifique cérémonie de la Sainte-Barbe, en hommage à nos pompiers et anciens mineurs.

Ces festivités nous ont permis d'admirer notre belle mairie illuminée et d'entonner le refrain des célèbres chansons du Bassin minier ! C'est un bel hommage que nous avons rendu à Sainte-Barbe, Patronne des mineurs et des pompiers.

Une fois de plus, vous étiez très nombreux à répondre présents pour ce traditionnel évènement.",0.034041706,0.0035095215,0.02567133,0.01620627,0.0059678215,0.004088263
10060,"Our town hall meeting in Kaduna today was a huge success. The welcome and support in the hall was heartwarming. 

It was clear that the people had one message and that was to vote in our Presidential candidate, Atiku Abubakar and other candidates of our great party come 2023. 

I am grateful for the love and support my team and I received. -PRA

#PRA #PRACOTownHallKaduna #PRACOForAtiku",0.0051835002,0.000538826,0.0061448677,0.010091767,0.0062332097,0.0018961402
10073,"On the Huckabee show, Congressman Matt Gaetz has investigations at the top of the agenda as he begins his fourth Congressional term. He says that Congress needs to be held just as accountable as the Biden White House. Tank Jones is an award-winning actor and producer with a new film called “Paul’s Promise” (Paul's Promise Movie) that’s based on a TRUE STORY. David Magee will amaze you with his astounding mix of magic and psychology. And don't miss Tré Corley and the The Music City Connection perform a Christmas CLASSIC, ""Christmas Time is Here,"" featuring the 40-kid T.W. Hunter Choir.",0.06817148,0.0016307831,0.034341812,0.016001316,0.0069516995,0.005401687
10081,Watch for yourself,0.11192002,0.0037384033,0.031146556,0.032142747,0.013010317,0.004421244
10146,La hausse est le résultat d'un compromis entre le Ministère des transports et les sociétés gestionnaires.,0.00045748317,6.109476e-06,0.005057111,0.0075082076,0.0051911008,2.6736732e-05
10170,Communiqué - Marine Le Pen - 02 décembre 2022,0.005748973,0.0004553795,0.008386881,0.008904734,0.0054467544,0.0006659614
10179,"Dans un entretien au Parisien, la Première ministre dévoile les points forts de sa réforme des retraites. Elle confirme que pour elle, les Français devront travailler jusqu’à 65 ans.",0.0065971822,0.00024676323,0.00971689,0.008037942,0.005248927,0.00048790924
10212,Atiku Youth Town Hall Meeting,0.0055604824,0.0006389618,0.0067908717,0.011646013,0.0059937127,0.001933138
10229,L’Europe a une nouvelle fois averti Elon Musk qu’il devra appliquer les règles européennes sur la modération des contenus. L’application pourrait être interdite en cas de non-conformité.,0.012817383,0.00047683716,0.013782915,0.008345376,0.0055195745,0.0011145604
10267,"🔵⚪️🔴 Auprès des sympathisants UDI, LR, RN, DLF et R!, Marine Le Pen atteint un record de 75% de bonnes opinions !

L’urgence c’est l’alternance à Emmanuel Macron : venez la bâtir avec nous 👉🏻 https://www.adhesions-rn.fr",0.036162965,0.0016975403,0.030816011,0.010655395,0.0057186154,0.0022753682
10280,"As reported back in April — The New York Times investigative reporters Jonathan Martin and Alex Burns released passages from their latest book “This Will Not Pass: Trump, Biden, and the Battle for America’s Future.” In the book the two claimed that GOP House Leader Kevin McCarthy told Liz Ch...",0.01822079,0.0009536743,0.00983089,0.013712646,0.008168601,0.0052166977
10483,"PARIS, 25 novembre - Le groupe français Dassault Aviation a démenti vendredi un accord avec Airbus pour le développement du projet d'avion du futur SCAF,... | 26 novembre 2022",0.00031415155,1.296401e-05,0.0048896726,0.00759921,0.005194261,2.7892916e-05
10544,"Welcome! You are invited to join a meeting: Obi/Baba-Ahmed Campaign Fundraising . After registering, you will receive a confirmation email about joining the meeting.",0.01822079,0.0013446808,0.009184887,0.014088398,0.008531082,0.0076585566
